Product Name,Sales,Profit
"Hot File 7-Pocket, Floor Stand",535.41,160.623
3M Organizer Strips,8.1,-5.94
BIC Brite Liner Highlighters,13.248,3.6432
iHome FM Clock Radio with Lightning Dock,83.988,-20.997
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,21.228
Avery Poly Binder Pockets,10.74,5.1552
9-3/4 Diameter Round Wall Clock,11.032,3.0338
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04,-4.641
Newell 341,17.12,4.9648
Xerox 1936,59.94,28.1718
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,210.58,12.6348
GBC Durable Plastic Covers,30.96,10.062
"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",239.984,38.9974
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3050.376,1143.891
RCA Visys Integrated PBX 8-Line Router,133.98,33.495
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.248,31.4712
Avaya 4621SW VoIP phone,177.48,19.9665
Avery 501,17.712,5.9778
3M Organizer Strips,4.86,-3.564
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",6.258,-5.215
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,10.5504
Xerox 216,51.84,24.8832
"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,9.3228
Wilson Jones Easy Flow II Sheet Lifters,5.4,2.592
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1270.99,635.495
"#10 White Business Envelopes,4 1/8 x 9 1/2",125.36,58.9192
Project Tote Personal File,14.03,4.0687
Fiskars Spring-Action Scissors,27.96,7.2696
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344,0.734799999999999
Storex DuraTech Recycled Plastic Frosted Binders,1.696,-2.544
Kensington 6 Outlet SmartSocket Surge Protector,24.588,-67.617
Cardinal Hold-It CD Pocket,7.98,-13.167
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,288.0,57.6
Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,146.952,9.18449999999999
"Global Stack Chair without Arms, Black",83.136,5.196
3.6 Cubic Foot Counter Height Office Refrigerator,942.784,94.2784
Xerox 1988,74.352,23.235
Hoover Portapower Portable Vacuum,26.88,6.72
Avery Self-Adhesive Photo Pockets for Polaroid Photos,10.896,3.8136
Newell 311,3.536,0.3094
"Global Airflow Leather Mesh Back Chair, Black",528.43,0.0
Xerox 201,41.472,14.5152
"Bush Andora Bookcase, Maple/Graphite Gray Finish",287.976,7.19939999999997
Portable Personal File Box,29.304,2.5641
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,55.328,6.2244
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1227.9984,-36.1176000000002
Avery Heavy-Duty EZD View Binder with Locking Rings,20.416,6.6352
Bretford Rectangular Conference Table Tops,1128.39,259.5297
Avery 474,4.608,1.6704
Panasonic KX TS208W Corded phone,195.96,19.596
Xerox 230,15.552,5.4432
Logitech Gaming G510s - Keyboard,271.968,54.3936
Global Executive Mid-Back Manager's Chair,698.352,52.3764
O'Sullivan 2-Shelf Heavy-Duty Bookcases,77.728,-3.88639999999999
"SlimView Poly Binder, 3/8""",46.62,21.4452
Pyle PMP37LED,537.544,47.0351
Avery 516,14.62,6.8714
Advantus T-Pin Paper Clips,22.55,8.7945
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,583.8,72.9749999999999
Clarity 53712,211.168,15.8376
Xerox 226,12.96,6.2208
Boston KS Multi-Size Manual Pencil Sharpener,45.98,12.8744
Nortel Meridian M5316 Digital phone,1294.75,336.635
Hewlett Packard LaserJet 3310 Copier,1799.97,239.996
Xerox 1959,10.688,3.7408
Samsung Convoy 3,221.98,62.1544
"Sauder Facets Collection Library, Sky Alder Finish",341.96,54.7136
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",34.77,11.4741
Avery 51,18.9,8.694
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",102.72,37.236
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48,14.5728
"GBC Velobind Prepunched Cover Sets, Regency Series",33.282,-27.735
Motorla HX550 Universal Bluetooth Headset,118.65,19.775
Avery 517,14.76,4.9815
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,18.0096
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,207.144,48.3336
Prang Drawing Pencil Set,13.9,3.753
Office Star - Contemporary Task Swivel Chair,266.352,13.3176
Nortel Meridian M3904 Professional Digital phone,307.98,89.3142
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",44.1,20.727
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,5.6416
Staple envelope,16.56,7.7832
Xerox 226,38.88,18.6624
Xerox 1941,335.52,117.432
Canon Image Class D660 Copier,959.984,311.9948
Avery Self-Adhesive Photo Pockets for Polaroid Photos,4.086,-2.9964
Hunt Boston Vacuum Mount KS Pencil Sharpener,55.984,4.1988
Xerox 1923,10.688,3.7408
Colored Envelopes,8.856,2.8782
Avery 474,6.912,2.5056
Xerox 1898,26.72,9.352
Xerox 1947,33.488,10.465
Xerox 1981,10.56,4.752
Fellowes Staxonsteel Drawer Files,386.34,54.0876
Avery Durable Slant Ring Binders With Label Holder,33.44,11.704
12-1/2 Diameter Round Wall Clock,39.96,14.3856
GBC Ibimaster 500 Manual ProClick Binding System,1217.568,456.588
"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",15.51,3.8775
Plantronics Encore H101 Dual Earpieces Headset,89.9,25.172
Barrel Sharpener,14.28,3.7128
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",12.72,4.9608
Self-Adhesive Removable Labels,15.75,7.56
Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,18.447
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",65.568,23.7684
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,299.97,131.9868
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,39.5868
Maxell 4.7GB DVD+RW 3/Pack,31.86,11.151
Fellowes Desktop Hanging File Manager,67.15,16.7875
"Fellowes Twister Kit, Gray/Clear, 3/pkg",7.236,-6.03
Ideal Clamps,4.824,1.7487
"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,29.692
Kensington 4 Outlet MasterPiece Compact Power Control Center,130.112,13.0112
Geemarc AmpliPOWER60,74.24,8.35199999999999
24-Hour Round Wall Clock,159.84,45.954
Wilson Jones Turn Tabs Binder Tool for Ring Binders,2.892,-2.3136
Things To Do Today Pad,9.392,3.2872
Xerox 197,123.92,55.764
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",55.6,6.25499999999999
Logitech P710e Mobile Speakerphone,617.976,-7.7247000000001
GBC Instant Index System for Binding Systems,21.312,7.992
Logitech Media Keyboard K200,209.94,39.8886
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.984,-7.996
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,5083.96,1906.485
Plantronics Encore H101 Dual Earpieces Headset,35.96,3.596
Avery 503,31.05,14.904
Eldon Pizzaz Desk Accessories,8.92,3.9248
Ibico Laser Imprintable Binding System Covers,209.6,96.416
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,111.04,29.9808
Xerox 208,38.88,18.6624
Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,10.881
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",493.43,-70.49
QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,11.12,3.475
Okidata B400 Printer,686.4,77.2199999999999
Ibico Presentation Index for Binding Systems,15.92,5.373
Eldon Wave Desk Accessories,70.68,31.0992
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,5.41240000000005
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.994,-71.3958
"Premier Elliptical Ring Binder, Black",18.264,-13.3936
Wilson Jones Legal Size Ring Binders,21.99,-32.985
Premier Electric Letter Opener,185.376,-34.758
3.6 Cubic Foot Counter Height Office Refrigerator,58.924,-153.2024
Lexmark 20R1285 X6650 Wireless All-in-One Printer,480.0,225.6
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,9.534
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",192.72,92.5056
Logitech G600 MMO Gaming Mouse,239.97,86.3892
Kingston Digital DataTraveler 16GB USB 2.0,50.12,-0.626500000000007
PayAnywhere Card Reader,15.984,1.3986
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),14.352,4.485
Wilson Jones Custom Binder Spines & Labels,6.528,-4.5696
Insertable Tab Indexes For Data Binders,2.862,-2.2896
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",20.856,-16.6848
"SAFCO Commercial Wire Shelving, Black",276.28,0.0
"Tenex ""The Solids"" Textured Chair Mats",629.64,107.0388
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,449.97,220.4853
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1927.59,751.7601
"Global Value Mid-Back Manager's Chair, Gray",121.78,30.445
GuestStacker Chair with Chrome Finish Legs,2676.672,267.6672
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",489.23,41.934
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,312.03,43.6842
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3.0498
AT&T 841000 Phone,165.6,10.35
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,18.0096
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97,148.491
Avery 50,25.06,11.7782
"Executive Impressions 16-1/2"" Circular Wall Clock",32.064,-12.8256
Xerox 1899,18.496,6.7048
Global Highback Leather Tilter in Burgundy,191.079,-38.2158
Xerox 212,10.368,3.6288
Avery 477,30.53,14.0438
KeyTronic KT400U2 - Keyboard - Black,30.84,6.168
Southworth 25% Cotton Antique Laid Paper & Envelopes,75.06,33.777
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,66.976,6.6976
Xerox 1991,182.72,84.0512
Avery 519,21.93,10.3071
Logitech M510 Wireless Mouse,95.976,15.5961
iOttie XL Car Mount,143.928,-32.3838
Storex Dura Pro Binders,3.564,-2.97
Avery 481,4.928,1.7248
"Hot File 7-Pocket, Floor Stand",856.656,107.082
Ibico Standard Transparent Covers,13.184,-20.4352
Euro Pro Shark Stick Mini Vacuum,48.784,-131.7168
Xerox 1911,76.64,26.824
GBC VeloBind Cover Sets,18.528,-27.792
Luxo Adjustable Task Clamp Lamp,177.68,46.1968
Logitech G600 MMO Gaming Mouse,159.98,57.5928
Samsung HM1900 Bluetooth Headset,52.68,19.755
Magna Visual Magnetic Picture Hangers,11.568,2.6028
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",4.572,-3.81
Nokia Lumia 1020,1439.968,143.9968
Avery Durable Binders,1.728,-2.6784
Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,626.1,-538.446
Newell 334,99.2,25.792
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",609.98,-113.282
"Iceberg OfficeWorks 42"" Round Tables",211.372,-45.294
Apple iPhone 5C,239.976,17.9982
Tensor Track Tree Floor Lamp,99.95,22.9885
"Maxell 74 Minute CDR, 10/Pack",29.34,10.8558
Westinghouse Clip-On Gooseneck Lamps,16.74,4.3524
Xerox 1981,12.672,3.96
Logitech Wireless Headset h800,1119.888,209.979
Sanford 52201 APSCO Electric Pencil Sharpener,204.85,53.261
Panasonic KX TS3282W Corded phone,135.984,16.998
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",16.4,7.052
Avery Arch Ring Binders,92.96,31.374
Acme Serrated Blade Letter Opener,7.632,-1.8126
Avery Reinforcements for Hole-Punch Pages,4.158,-3.465
Okidata B401 Printer,179.991,-251.9874
Hon Comfortask Task/Swivel Chairs,239.358,-47.8716
Green Bar Computer Printout Paper,164.88,80.7912
Acme Value Line Scissors,10.95,3.285
Xerox 214,19.44,9.3312
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",12.3,6.15
Belkin 7-Outlet SurgeMaster Home Series,13.97,3.6322
"Bevis Round Bullnose 29"" High Table Top",934.956,-249.3216
Logitech ClearChat Comfort/USB Headset H390,46.864,7.61539999999999
Crate-A-Files,26.16,1.962
Newell 325,23.128,2.891
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",59.24,16.291
O'Sullivan 2-Shelf Heavy-Duty Bookcases,155.456,-7.77279999999999
Xerox 1900,8.56,3.852
"Eldon 400 Class Desk Accessories, Black Carbon",21.0,5.775
Lexmark 20R1285 X6650 Wireless All-in-One Printer,120.0,-7.2
Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,299.96,37.495
Fellowes Command Center 5-outlet power strip,67.84,-179.776
Hon Deluxe Fabric Upholstered Stacking Chairs,853.93,-24.3979999999999
Avery Hi-Liter Smear-Safe Highlighters,18.688,3.7376
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,71.2296
Microsoft Natural Ergonomic Keyboard 4000,89.97,18.8937
"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8,75.68
Zipper Ring Binder Pockets,1.248,-1.9344
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,72.0,14.4
Bevis Steel Folding Chairs,470.155,-13.433
Tennsco Industrial Shelving,39.128,-8.8038
Rogers Handheld Barrel Pencil Sharpener,19.728,1.7262
AT&T CL2909,151.188,-25.198
"Global Airflow Leather Mesh Back Chair, Black",271.764,60.392
Logitech G105 Gaming Keyboard,47.496,-1.1874
"Bush Westfield Collection Bookcases, Medium Cherry Finish",344.981,28.4102
Xerox 22,36.288,12.7008
Xerox 1942,78.304,29.364
"Lesro Round Back Collection Coffee Table, End Table",127.785,-31.0335
Aluminum Screw Posts,6.104,-9.156
Avery Durable Binders,5.76,2.8224
Avery Printable Repositionable Plastic Tabs,1.72,-2.838
"Avery Flip-Chart Easel Binder, Black",8.952,-14.7708
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2.334,-6.3018
Peel & Stick Add-On Corner Pockets,1.728,-2.7648
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,159.04,-194.824
Bevis Rectangular Conference Tables,145.98,-99.2664
"Seth Thomas 16"" Steel Case Clock",77.952,12.6672
GBC DocuBind P50 Personal Binding Machine,95.97,-73.577
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,105.584,9.23860000000001
Newell 312,9.344,1.168
"Eldon Regeneration Recycled Desk Accessories, Black",9.68,3.7752
Canon PC1060 Personal Laser Copier,4899.93,2302.9671
Sony 32GB Class 10 Micro SDHC R40 Memory Card,104.75,21.9975
Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,18.528,4.4004
Balt Solid Wood Round Tables,1875.258,-968.8833
Xerox 1955,91.36,29.692
Fellowes Superior 10 Outlet Split Surge Protector,152.24,17.127
OtterBox Commuter Series Case - iPhone 5 & 5s,35.184,12.3144
Easy-staple paper,56.704,19.1376
Xerox 1916,274.064,102.774
Office Star - Mesh Screen back chair with Vinyl seat,458.43,-124.431
SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,-6.0324
Kingston Digital DataTraveler 8GB USB 2.0,5.95,0.833
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",15.24,7.1628
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,239.94,26.3934
Dixon Ticonderoga Pencils,23.84,6.4368
"Decoflex Hanging Personal Folder File, Blue",92.52,24.9804
"Companion Letter/Legal File, Black",37.76,10.5728
Avery 487,7.38,3.4686
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",5.82,2.7354
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",3.816,1.1925
Wilson Jones Four-Pocket Poly Binders,26.16,12.8184
Hypercom P1300 Pinpad,100.8,21.42
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",135.8,66.542
Prang Drawing Pencil Set,13.9,3.753
Peel & Seel Envelopes,19.4,9.312
Ibico Plastic and Wire Spiral Binding Combs,13.488,4.3836
"GBC Laser Imprintable Binding System Covers, Desert Sand",11.416,3.8529
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",17.64,8.6436
"Wilson Jones Hanging View Binder, White, 1""",17.04,5.538
Case Logic 2.4GHz Wireless Keyboard,99.98,7.99839999999999
Ultra Door Push Plate,29.46,9.7218
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",166.92,-116.844
Dana Halogen Swing-Arm Architect Lamp,98.328,9.83280000000001
Office Star - Mesh Screen back chair with Vinyl seat,117.882,1.3098
AmazonBasics 3-Button USB Wired Mouse,20.97,9.0171
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",139.96,9.7972
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,12.8316
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,6.2244
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,61.3824
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,4.5188
Honeywell Quietcare HEPA Air Cleaner,314.6,103.818
KI Conference Tables,283.56,45.3696
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",487.96,146.388
GBC DocuBind TL300 Electric Binding System,1793.98,843.1706
Accohide Poly Flexible Ring Binders,2.992,-4.488
Lenovo 17-Key USB Numeric Keypad,108.768,2.71919999999999
Xerox 192,25.92,12.4416
X-Rack File for Hanging Folders,22.58,5.8708
Motorola HK250 Universal Bluetooth Headset,55.176,-12.4146
GBC Ibimaster 500 Manual ProClick Binding System,9892.74,4946.37
Hon 2111 Invitation Series Straight Table,73.915,-45.8273
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.088,16.8544
Kensington 6 Outlet Guardian Standard Surge Protector,61.44,16.5888
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,163.1898
Accohide Poly Flexible Ring Binders,5.984,2.244
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,189.95,45.588
Microsoft Natural Ergonomic Keyboard 4000,149.95,31.4895
Bulldog Table or Wall-Mount Pencil Sharpener,29.95,8.6855
Avery 475,44.4,22.2
Boston 16801 Nautilus Battery Pencil Sharpener,66.03,17.1678
"Wirebound Message Book, 4 per Page",10.86,5.3214
Newell 308,3.36,0.84
Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,9.4284
Griffin GC17055 Auxiliary Audio Cable,28.784,2.8784
Fiskars Softgrip Scissors,21.96,6.1488
Memorex Froggy Flash Drive 4 GB,21.98,8.5722
Hon Olson Stacker Chairs,2621.322,553.3902
Nu-Dell Oak Frame,74.76,23.9232
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",364.776,27.3582
Hon Non-Folding Utility Tables,1115.17,334.551
"Performers Binder/Pad Holder, Black",89.696,33.636
Avery 485,50.12,23.5564
Staples,36.48,18.24
Xerox 1951,322.192,100.685
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,-4.8609
Xerox 1903,19.136,6.9368
"Verbatim Slim CD and DVD Storage Cases, 50/Pack",23.08,6.924
AT&T 17929 Lendline Telephone,90.48,23.5248
"Global Leather Task Chair, Black",215.976,-2.69970000000004
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",65.94,30.9918
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,11.352,2.6961
Recycled Eldon Regeneration Jumbo File,24.56,6.8768
Staple envelope,16.56,7.7832
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,279.95,67.188
"SAFCO Commercial Wire Shelving, Black",828.84,0.0
Insertable Tab Post Binder Dividers,7.218,-5.5338
Acme Titanium Bonded Scissors,27.2,2.04
Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,18.8937
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,318.08,34.9888
Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,5.8,2.61
OtterBox Defender Series Case - Samsung Galaxy S4,143.952,17.994
Xerox 192,19.44,9.3312
Newell 318,5.56,1.4456
Tennsco Industrial Shelving,146.73,2.9346
Xerox 1920,29.9,13.455
Ibico EB-19 Dual Function Manual Binding System,276.784,89.9548
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,93.032,-251.1864
High-Back Leather Manager's Chair,454.965,-136.4895
Cisco Small Business SPA 502G VoIP phone,246.168,21.5397
Safco Industrial Shelving,295.4,-62.7725
"Trav-L-File Heavy-Duty Shuttle II, Black",348.56,104.568
Xerox 1999,15.552,5.4432
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",482.94,-376.6932
Polycom CX300 Desktop Phone USB VoIP phone,299.98,83.9944
Catalog Binders with Expanding Posts,403.68,181.656
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",41.9,11.732
Avery 491,28.91,13.2986
Xerox 213,32.4,15.552
Clarity 53712,369.544,27.7158
Xerox 1993,10.368,3.7584
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,791.88,128.6805
Lumber Crayons,23.64,5.319
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,-16.9568
Tenex Chairmats For Use with Hard Floors,64.96,-84.448
Avery Recycled Flexi-View Covers for Binding Systems,32.06,-51.296
Fellowes Recycled Storage Drawers,177.648,-28.8678
Canon PC170 Desktop Personal Copier,287.91,33.5895
Fiskars Spring-Action Scissors,22.368,1.6776
Xerox 1978,32.368,11.7334
Logitech G35 7.1-Channel Surround Sound Headset,207.984,36.3972
Pastel Pink Envelopes,36.4,17.472
SanDisk Cruzer 16 GB USB Flash Drive,22.96,4.3624
Space Solutions Industrial Galvanized Steel Shelving.,315.2,6.30400000000003
Wilson Jones Standard D-Ring Binders,15.18,7.1346
Motorola L703CM,623.96,38.9975
Wilson Electronics DB Pro Signal Booster,429.6,-93.08
12-1/2 Diameter Round Wall Clock,31.968,6.3936
Global Comet Stacking Arm Chair,887.271,-63.3765
Strathmore Photo Mount Cards,21.696,7.0512
Avery 488,22.05,10.584
Xerox Blank Computer Paper,99.9,46.953
Fellowes Basic Home/Office Series Surge Protectors,90.86,26.3494
"Southworth 100% Résumé Paper, 24lb.",7.78,3.501
Binding Machine Supplies,78.759,-57.7566
Staple-based wall hangings,9.552,-3.8208
OIC Stacking Trays,5.344,-2.1376
BIC Brite Liner Highlighters,8.28,3.4776
"Iris 3-Drawer Stacking Bin, Black",50.136,-11.2806
"Avery Trapezoid Extra Heavy Duty 4"" Binders",88.074,-58.716
O'Sullivan Living Dimensions 3-Shelf Bookcases,301.47,-241.176
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",18.656,1.6324
DAX Wood Document Frame,27.46,9.8856
Fellowes 8 Outlet Superior Workstation Surge Protector,125.13,36.2877
Toshiba IPT2010-SD IP Telephone,555.96,41.697
Fellowes Bankers Box Recycled Super Stor/Drawer,129.552,-22.6716
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,51.984,-5.1984
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",10.272,3.4668
Surelock Post Binders,18.336,-12.224
AT&T 17929 Lendline Telephone,180.96,13.572
Logitech Gaming G510s - Keyboard,475.944,95.1888
Razer Kraken PRO Over Ear PC and Music Headset,159.98,47.994
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,12.208
Wilson Jones Impact Binders,8.288,3.0044
Motorola L703CM,1123.128,70.1955
Fellowes Basic Home/Office Series Surge Protectors,64.9,18.821
Acco Translucent Poly Ring Binders,2.808,-4.4928
Logitech Wireless Marathon Mouse M705,99.98,42.9914
4009 Highlighters,8.04,2.7336
Iceberg Mobile Mega Data/Printer Cart ,1564.29,406.7154
Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,138.56,66.5088
Acco 6 Outlet Guardian Premium Surge Suppressor,65.52,12.376
Dixon Ticonderoga Core-Lock Colored Pencils,14.576,2.3686
HP Standard 104 key PS/2 Keyboard,23.2,1.45
Newell 317,16.464,1.8522
Eldon 500 Class Desk Accessories,19.312,3.1382
Xerox 195,40.08,19.2384
Eureka The Boss Cordless Rechargeable Stick Vac,101.96,27.5292
Southworth 25% Cotton Premium Laser Paper and Envelopes,259.74,124.6752
Maxell 4.7GB DVD-R,255.42,104.7222
Tuff Stuff Recycled Round Ring Binders,4.338,-3.0366
Avery Durable Slant Ring Binders,11.88,-7.92
"Bush Westfield Collection Bookcases, Dark Cherry Finish",405.86,32.4688
Hon GuestStacker Chair,680.01,176.8026
Maxell 4.7GB DVD+R 5/Pack,2.376,0.7425
Hoover Shoulder Vac Commercial Portable Vacuum,143.128,-393.602
Okidata MB760 Printer,4476.8,503.64
Xerox 189,104.85,50.328
APC 7 Outlet Network SurgeArrest Surge Protector,241.44,72.432
Xerox 1964,319.76,147.0896
Xerox 1964,45.68,21.0128
Tenex Chairmats For Use With Carpeted Floors,31.96,1.598
Xerox 1886,47.9,22.992
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1112.94,222.588
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",22.92,11.2308
OtterBox Defender Series Case - Samsung Galaxy S4,71.976,8.99699999999999
Xerox 203,19.44,9.3312
Ibico Recycled Grain-Textured Covers,31.086,-20.724
"SmartStand Mobile Device Holder, Assorted Colors",13.98,3.9144
Boston Home & Office Model 2000 Electric Pencil Sharpeners,23.65,6.149
Polycom VoiceStation 500 Conference phone,707.88,44.2425
Cardinal Holdit Business Card Pockets,11.952,4.1832
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",31.128,11.673
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,55.76,7.8064
Xerox 1881,24.56,11.5432
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,15.525
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,25.898
3.6 Cubic Foot Counter Height Office Refrigerator,1473.1,412.468
Staple remover,3.488,-0.697600000000001
Sabrent 4-Port USB 2.0 Hub,21.728,3.8024
"SAFCO Commercial Wire Shelving, Black",663.072,-165.768
GBC DocuBind P100 Manual Binding Machine,99.588,-82.99
Xerox 1979,49.568,15.49
GBC Premium Transparent Covers with Diagonal Lined Pattern,29.372,-46.9952
Aastra 6757i CT Wireless VoIP phone,344.704,38.7792
Acme Office Executive Series Stainless Steel Trimmers,47.992,3.5994
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",102.24,-16.614
